venue,symbol,asset,exclude_reason,tick,tick_origin,tick_error,instrument,minutes,source_features_path,status,bars,burst_candidates,focus_candidates
okx,BSB-USDT-SWAP,BSB,,0.00001,raw.tickSz,,okx:BSB-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/BSB-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,4.0
okx,BSB-USDT-SWAP,BSB,,0.00001,raw.tickSz,,okx:BSB-USDT-SWAP:segment0,240.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/BSB-USDT-SWAP/segment0_240_features.pkl.gz,included,786.0,0.0,1.0
okx,BTC-USDT-SWAP,BTC,background_btc_eth,0.1,raw.tickSz,,okx:BTC-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/BTC-USDT-SWAP/segment0_60_features.pkl.gz,excluded,0.0,0.0,0.0
okx,BTC-USDT-SWAP,BTC,background_btc_eth,0.1,raw.tickSz,,okx:BTC-USDT-SWAP:segment0,240.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/BTC-USDT-SWAP/segment0_240_features.pkl.gz,excluded,0.0,0.0,0.0
okx,CAP-USDT-SWAP,CAP,,0.00001,raw.tickSz,,okx:CAP-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/CAP-USDT-SWAP/segment0_60_features.pkl.gz,included,1788.0,0.0,5.0
okx,CAP-USDT-SWAP,CAP,,0.00001,raw.tickSz,,okx:CAP-USDT-SWAP:segment0,240.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/CAP-USDT-SWAP/segment0_240_features.pkl.gz,included,447.0,0.0,1.0
okx,CASHCAT-USDT-SWAP,CASHCAT,,0.0001,raw.tickSz,,okx:CASHCAT-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/CASHCAT-USDT-SWAP/segment0_60_features.pkl.gz,included,141.0,0.0,0.0
okx,CASHCAT-USDT-SWAP,CASHCAT,,0.0001,raw.tickSz,,okx:CASHCAT-USDT-SWAP:segment0,240.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/CASHCAT-USDT-SWAP/segment0_240_features.pkl.gz,included,35.0,0.0,0.0
okx,CC-USDT-SWAP,CC,,0.00001,raw.tickSz,,okx:CC-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/CC-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,2.0
okx,CC-USDT-SWAP,CC,,0.00001,raw.tickSz,,okx:CC-USDT-SWAP:segment0,240.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/CC-USDT-SWAP/segment0_240_features.pkl.gz,included,786.0,0.0,0.0
okx,CELO-USDT-SWAP,CELO,,0.00001,raw.tickSz,,okx:CELO-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/CELO-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,3.0
okx,CELO-USDT-SWAP,CELO,,0.00001,raw.tickSz,,okx:CELO-USDT-SWAP:segment0,240.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/CELO-USDT-SWAP/segment0_240_features.pkl.gz,included,786.0,0.0,0.0
okx,CFX-USDT-SWAP,CFX,,0.00001,raw.tickSz,,okx:CFX-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/CFX-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,3.0
okx,CFX-USDT-SWAP,CFX,,0.00001,raw.tickSz,,okx:CFX-USDT-SWAP:segment0,240.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/CFX-USDT-SWAP/segment0_240_features.pkl.gz,included,786.0,0.0,3.0
okx,CHIP-USDT-SWAP,CHIP,,0.00001,raw.tickSz,,okx:CHIP-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/CHIP-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,4.0
okx,CHIP-USDT-SWAP,CHIP,,0.00001,raw.tickSz,,okx:CHIP-USDT-SWAP:segment0,240.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/CHIP-USDT-SWAP/segment0_240_features.pkl.gz,included,786.0,0.0,0.0
okx,CHZ-USDT-SWAP,CHZ,,0.00001,raw.tickSz,,okx:CHZ-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/CHZ-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,4.0
okx,CHZ-USDT-SWAP,CHZ,,0.00001,raw.tickSz,,okx:CHZ-USDT-SWAP:segment0,240.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/CHZ-USDT-SWAP/segment0_240_features.pkl.gz,included,786.0,0.0,1.0
okx,CNPY-USDT-SWAP,CNPY,,0.0001,raw.tickSz,,okx:CNPY-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/CNPY-USDT-SWAP/segment0_60_features.pkl.gz,included,35.0,0.0,0.0
okx,CNPY-USDT-SWAP,CNPY,,0.0001,raw.tickSz,,okx:CNPY-USDT-SWAP:segment0,240.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/CNPY-USDT-SWAP/segment0_240_features.pkl.gz,included,8.0,0.0,0.0
okx,COAI-USDT-SWAP,COAI,,0.0001,raw.tickSz,,okx:COAI-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/COAI-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,5.0
okx,COAI-USDT-SWAP,COAI,,0.0001,raw.tickSz,,okx:COAI-USDT-SWAP:segment0,240.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/COAI-USDT-SWAP/segment0_240_features.pkl.gz,included,786.0,1.0,3.0
okx,COMP-USDT-SWAP,COMP,,0.01,raw.tickSz,,okx:COMP-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/COMP-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,2.0
okx,COMP-USDT-SWAP,COMP,,0.01,raw.tickSz,,okx:COMP-USDT-SWAP:segment0,240.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/COMP-USDT-SWAP/segment0_240_features.pkl.gz,included,786.0,0.0,2.0
okx,CORE-USDT-SWAP,CORE,,0.00001,raw.tickSz,,okx:CORE-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/CORE-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,1.0,4.0
okx,CORE-USDT-SWAP,CORE,,0.00001,raw.tickSz,,okx:CORE-USDT-SWAP:segment0,240.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/CORE-USDT-SWAP/segment0_240_features.pkl.gz,included,786.0,0.0,0.0
okx,CP-USDT-SWAP,CP,,0.00001,raw.tickSz,,okx:CP-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/CP-USDT-SWAP/segment0_60_features.pkl.gz,included,153.0,0.0,0.0
okx,CP-USDT-SWAP,CP,,0.00001,raw.tickSz,,okx:CP-USDT-SWAP:segment0,240.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/CP-USDT-SWAP/segment0_240_features.pkl.gz,included,38.0,0.0,0.0
okx,CRO-USDT-SWAP,CRO,,0.00001,raw.tickSz,,okx:CRO-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/CRO-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,1.0
okx,CRO-USDT-SWAP,CRO,,0.00001,raw.tickSz,,okx:CRO-USDT-SWAP:segment0,240.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/CRO-USDT-SWAP/segment0_240_features.pkl.gz,included,786.0,0.0,1.0
okx,CRV-USDT-SWAP,CRV,,0.0001,raw.tickSz,,okx:CRV-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/CRV-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,1.0,4.0
okx,CRV-USDT-SWAP,CRV,,0.0001,raw.tickSz,,okx:CRV-USDT-SWAP:segment0,240.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/CRV-USDT-SWAP/segment0_240_features.pkl.gz,included,786.0,0.0,1.0
okx,CVX-USDT-SWAP,CVX,,0.001,raw.tickSz,,okx:CVX-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/CVX-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,1.0
okx,CVX-USDT-SWAP,CVX,,0.001,raw.tickSz,,okx:CVX-USDT-SWAP:segment0,240.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/CVX-USDT-SWAP/segment0_240_features.pkl.gz,included,786.0,0.0,1.0
okx,DASH-USDT-SWAP,DASH,,0.01,raw.tickSz,,okx:DASH-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/DASH-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,3.0
okx,DASH-USDT-SWAP,DASH,,0.01,raw.tickSz,,okx:DASH-USDT-SWAP:segment0,240.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/DASH-USDT-SWAP/segment0_240_features.pkl.gz,included,786.0,0.0,0.0
okx,DATA-USDT-SWAP,DATA,,0.0001,raw.tickSz,,okx:DATA-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/DATA-USDT-SWAP/segment0_60_features.pkl.gz,included,1644.0,0.0,3.0
okx,DATA-USDT-SWAP,DATA,,0.0001,raw.tickSz,,okx:DATA-USDT-SWAP:segment0,240.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/DATA-USDT-SWAP/segment0_240_features.pkl.gz,included,411.0,0.0,1.0
okx,DGAI-USDT-SWAP,DGAI,,0.0001,raw.tickSz,,okx:DGAI-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/DGAI-USDT-SWAP/segment0_60_features.pkl.gz,included,141.0,0.0,0.0
okx,DGAI-USDT-SWAP,DGAI,,0.0001,raw.tickSz,,okx:DGAI-USDT-SWAP:segment0,240.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/DGAI-USDT-SWAP/segment0_240_features.pkl.gz,included,35.0,0.0,0.0
okx,DOGE-USDT-SWAP,DOGE,,0.00001,raw.tickSz,,okx:DOGE-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/DOGE-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,1.0,3.0
okx,DOGE-USDT-SWAP,DOGE,,0.00001,raw.tickSz,,okx:DOGE-USDT-SWAP:segment0,240.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/DOGE-USDT-SWAP/segment0_240_features.pkl.gz,included,786.0,1.0,2.0
okx,DOOD-USDT-SWAP,DOOD,,0.000001,raw.tickSz,,okx:DOOD-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/DOOD-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,3.0
okx,DOOD-USDT-SWAP,DOOD,,0.000001,raw.tickSz,,okx:DOOD-USDT-SWAP:segment0,240.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/DOOD-USDT-SWAP/segment0_240_features.pkl.gz,included,786.0,0.0,2.0
okx,DOS-USDT-SWAP,DOS,,0.0001,raw.tickSz,,okx:DOS-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/DOS-USDT-SWAP/segment0_60_features.pkl.gz,included,708.0,0.0,1.0
okx,DOS-USDT-SWAP,DOS,,0.0001,raw.tickSz,,okx:DOS-USDT-SWAP:segment0,240.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/DOS-USDT-SWAP/segment0_240_features.pkl.gz,included,177.0,0.0,0.0
okx,DOT-USDT-SWAP,DOT,,0.0001,raw.tickSz,,okx:DOT-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/DOT-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,1.0
okx,DOT-USDT-SWAP,DOT,,0.0001,raw.tickSz,,okx:DOT-USDT-SWAP:segment0,240.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/DOT-USDT-SWAP/segment0_240_features.pkl.gz,included,786.0,0.0,1.0
okx,DYDX-USDT-SWAP,DYDX,,0.00001,raw.tickSz,,okx:DYDX-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/DYDX-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,7.0
okx,DYDX-USDT-SWAP,DYDX,,0.00001,raw.tickSz,,okx:DYDX-USDT-SWAP:segment0,240.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/DYDX-USDT-SWAP/segment0_240_features.pkl.gz,included,786.0,0.0,0.0
okx,EDEN-USDT-SWAP,EDEN,,0.00001,raw.tickSz,,okx:EDEN-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/EDEN-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,3.0,6.0
okx,EDEN-USDT-SWAP,EDEN,,0.00001,raw.tickSz,,okx:EDEN-USDT-SWAP:segment0,240.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/EDEN-USDT-SWAP/segment0_240_features.pkl.gz,included,786.0,1.0,1.0
okx,EDGE-USDT-SWAP,EDGE,,0.0001,raw.tickSz,,okx:EDGE-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/EDGE-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,8.0
okx,EDGE-USDT-SWAP,EDGE,,0.0001,raw.tickSz,,okx:EDGE-USDT-SWAP:segment0,240.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/EDGE-USDT-SWAP/segment0_240_features.pkl.gz,included,786.0,0.0,0.0
okx,EGLD-USDT-SWAP,EGLD,,0.001,raw.tickSz,,okx:EGLD-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/EGLD-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,1.0,3.0
okx,EGLD-USDT-SWAP,EGLD,,0.001,raw.tickSz,,okx:EGLD-USDT-SWAP:segment0,240.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/EGLD-USDT-SWAP/segment0_240_features.pkl.gz,included,786.0,0.0,0.0
okx,EIGEN-USDT-SWAP,EIGEN,,0.0001,raw.tickSz,,okx:EIGEN-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/EIGEN-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,4.0
okx,EIGEN-USDT-SWAP,EIGEN,,0.0001,raw.tickSz,,okx:EIGEN-USDT-SWAP:segment0,240.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/EIGEN-USDT-SWAP/segment0_240_features.pkl.gz,included,786.0,0.0,1.0
okx,ENA-USDT-SWAP,ENA,,0.00001,raw.tickSz,,okx:ENA-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/ENA-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,1.0,1.0
okx,ENA-USDT-SWAP,ENA,,0.00001,raw.tickSz,,okx:ENA-USDT-SWAP:segment0,240.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/ENA-USDT-SWAP/segment0_240_features.pkl.gz,included,786.0,0.0,0.0
okx,ENJ-USDT-SWAP,ENJ,,0.00001,raw.tickSz,,okx:ENJ-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/ENJ-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,4.0
okx,ENJ-USDT-SWAP,ENJ,,0.00001,raw.tickSz,,okx:ENJ-USDT-SWAP:segment0,240.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/ENJ-USDT-SWAP/segment0_240_features.pkl.gz,included,786.0,0.0,0.0
okx,ENS-USDT-SWAP,ENS,,0.001,raw.tickSz,,okx:ENS-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/ENS-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,3.0
okx,ENS-USDT-SWAP,ENS,,0.001,raw.tickSz,,okx:ENS-USDT-SWAP:segment0,240.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/ENS-USDT-SWAP/segment0_240_features.pkl.gz,included,786.0,0.0,0.0
okx,ENSO-USDT-SWAP,ENSO,,0.0001,raw.tickSz,,okx:ENSO-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/ENSO-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,1.0,4.0
okx,ENSO-USDT-SWAP,ENSO,,0.0001,raw.tickSz,,okx:ENSO-USDT-SWAP:segment0,240.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/ENSO-USDT-SWAP/segment0_240_features.pkl.gz,included,786.0,0.0,2.0
okx,ESP-USDT-SWAP,ESP,,0.00001,raw.tickSz,,okx:ESP-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/ESP-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,3.0
okx,ESP-USDT-SWAP,ESP,,0.00001,raw.tickSz,,okx:ESP-USDT-SWAP:segment0,240.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/ESP-USDT-SWAP/segment0_240_features.pkl.gz,included,786.0,0.0,1.0
okx,ETC-USDT-SWAP,ETC,,0.001,raw.tickSz,,okx:ETC-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/ETC-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,0.0
okx,ETC-USDT-SWAP,ETC,,0.001,raw.tickSz,,okx:ETC-USDT-SWAP:segment0,240.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/ETC-USDT-SWAP/segment0_240_features.pkl.gz,included,786.0,0.0,1.0
okx,ETH-USDT-SWAP,ETH,background_btc_eth,0.01,raw.tickSz,,okx:ETH-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/ETH-USDT-SWAP/segment0_60_features.pkl.gz,excluded,0.0,0.0,0.0
okx,ETH-USDT-SWAP,ETH,background_btc_eth,0.01,raw.tickSz,,okx:ETH-USDT-SWAP:segment0,240.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/ETH-USDT-SWAP/segment0_240_features.pkl.gz,excluded,0.0,0.0,0.0
okx,ETHFI-USDT-SWAP,ETHFI,,0.0001,raw.tickSz,,okx:ETHFI-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/ETHFI-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,4.0
okx,ETHFI-USDT-SWAP,ETHFI,,0.0001,raw.tickSz,,okx:ETHFI-USDT-SWAP:segment0,240.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/ETHFI-USDT-SWAP/segment0_240_features.pkl.gz,included,786.0,0.0,2.0
okx,ETHW-USDT-SWAP,ETHW,,0.0001,raw.tickSz,,okx:ETHW-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/ETHW-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,1.0,4.0
okx,ETHW-USDT-SWAP,ETHW,,0.0001,raw.tickSz,,okx:ETHW-USDT-SWAP:segment0,240.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/ETHW-USDT-SWAP/segment0_240_features.pkl.gz,included,786.0,0.0,3.0
okx,F-USDT-SWAP,F,,0.000001,raw.tickSz,,okx:F-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/F-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,6.0
okx,F-USDT-SWAP,F,,0.000001,raw.tickSz,,okx:F-USDT-SWAP:segment0,240.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/F-USDT-SWAP/segment0_240_features.pkl.gz,included,786.0,0.0,0.0
okx,FARTCOIN-USDT-SWAP,FARTCOIN,,0.0001,raw.tickSz,,okx:FARTCOIN-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/FARTCOIN-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,1.0
okx,FARTCOIN-USDT-SWAP,FARTCOIN,,0.0001,raw.tickSz,,okx:FARTCOIN-USDT-SWAP:segment0,240.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/FARTCOIN-USDT-SWAP/segment0_240_features.pkl.gz,included,786.0,0.0,1.0
okx,FET-USDT-SWAP,FET,,0.0001,raw.tickSz,,okx:FET-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/FET-USDT-SWAP/segment0_60_features.pkl.gz,included,93.0,0.0,0.0
okx,FET-USDT-SWAP,FET,,0.0001,raw.tickSz,,okx:FET-USDT-SWAP:segment0,240.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/FET-USDT-SWAP/segment0_240_features.pkl.gz,included,23.0,0.0,0.0
okx,FIL-USDT-SWAP,FIL,,0.0001,raw.tickSz,,okx:FIL-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/FIL-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,1.0
okx,FIL-USDT-SWAP,FIL,,0.0001,raw.tickSz,,okx:FIL-USDT-SWAP:segment0,240.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/FIL-USDT-SWAP/segment0_240_features.pkl.gz,included,786.0,0.0,0.0
okx,FLOKI-USDT-SWAP,FLOKI,,1E-8,raw.tickSz,,okx:FLOKI-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/FLOKI-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,4.0
okx,FLOKI-USDT-SWAP,FLOKI,,1E-8,raw.tickSz,,okx:FLOKI-USDT-SWAP:segment0,240.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/FLOKI-USDT-SWAP/segment0_240_features.pkl.gz,included,786.0,0.0,0.0
okx,FLOW-USDT-SWAP,FLOW,,0.00001,raw.tickSz,,okx:FLOW-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/FLOW-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,2.0
okx,FLOW-USDT-SWAP,FLOW,,0.00001,raw.tickSz,,okx:FLOW-USDT-SWAP:segment0,240.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/FLOW-USDT-SWAP/segment0_240_features.pkl.gz,included,786.0,1.0,1.0
okx,FOGO-USDT-SWAP,FOGO,,0.000001,raw.tickSz,,okx:FOGO-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/FOGO-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,5.0
okx,FOGO-USDT-SWAP,FOGO,,0.000001,raw.tickSz,,okx:FOGO-USDT-SWAP:segment0,240.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/FOGO-USDT-SWAP/segment0_240_features.pkl.gz,included,786.0,0.0,0.0
